stt,ten_cong_ty,ma_phe_duyet,ma_nganh,ten_nganh,hoat_dong,dia_chi,thanh_pho,ma_buu_chinh,vung_tinh,quoc_gia,ngay_cap_nhat,ghi_chu,traces_url
578,"BIOVELA-UTENOS MĖSA, UAB",LT 17 EB,CAS,"Treated stomachs, bladders and intestines: casings only",PP - Processing Plant,Pramonės g. 4,Utena,28216,Utena County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/TREATED_STOMACHS_BLADDERS_AND_INTESTINES_CASING_ONLY
579,UAB AISVITA,LT 11-02,CAS,"Treated stomachs, bladders and intestines: casings only",PP - Processing Plant,Pievų g. 11,Alytus,LT-62175,Alytus County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/TREATED_STOMACHS_BLADDERS_AND_INTESTINES_CASING_ONLY
580,UAB SBE,LT 62-01 EB,CAS,"Treated stomachs, bladders and intestines: casings only",PP - Processing Plant,"Suojos g. 5, Runionių k., Alantos sen., Molėtų r. sav.",Runionys,LT-33315,Utena County,Lithuania,2025-03-18,"{'translation': 'Treated stomachs, bladders and intestines', 'code': 'st'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/TREATED_STOMACHS_BLADDERS_AND_INTESTINES_CASING_ONLY
581,"Uždaroji akcinė bendrovė ""Romnesa""",LT45-10EB,CAS,"Treated stomachs, bladders and intestines: casings only",PP - Processing Plant,"Liepų g.4, Ceikinių k., Ceikinių  sen., Ignalinos r.sav, LT-30185",Ceikiniai,,Utena County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/TREATED_STOMACHS_BLADDERS_AND_INTESTINES_CASING_ONLY
582,"Van Hessen Lithuania, UAB",LT 01-17,CAS,"Treated stomachs, bladders and intestines: casings only",PP - Processing Plant,Titnago g. 15,Vilnius,02300,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/TREATED_STOMACHS_BLADDERS_AND_INTESTINES_CASING_ONLY
583,UAB Camargo,LT 41-03 EB,FLS,Frogs' legs and snails,PP - Processing Plant,"Pakalnės g. 7, Bezdonys",Bezdonys,LT-15203,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FROGS_LEGS_AND_SNAILS_EU
584,UAB DARVĖJA    LT 71-03,303063941,FLS,Frogs' legs and snails,PP - Processing Plant,"ŽVEJŲ  10, ŠEDUVA, RADVILIŠKIO RAJ.",Šeduva,LT-82228,Siauliai County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FROGS_LEGS_AND_SNAILS_EU
585,UAB EMERTA,43-03,FLS,Frogs' legs and snails,PP - Processing Plant,"Paskardiškis, Salako sen., Zarasų r. sav.",Paskardiškis,LT-32216,Utena County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FROGS_LEGS_AND_SNAILS_EU
586,UAB GARDUMELI,01-10,FLS,Frogs' legs and snails,PP - Processing Plant,Retkonių g. 4,Vilnius,LT-11114,Vilnius County,Lithuania,2021-03-10,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FROGS_LEGS_AND_SNAILS_EU
587,Ūkininkas Aivaras Pliatkus,711344901728,FLS,Frogs' legs and snails,PP - Processing Plant,"Radviliškio r. sav. Aukštelkų sen. Aukštelkų k. Liaudiškių g. 4, LITHUANIA",Aukštelkai,LT-82486,Siauliai County,Lithuania,2024-03-04,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FROGS_LEGS_AND_SNAILS_EU
588,Ūkininko Ernesto Vaičiaus ūkis,LT49-16EB,FLS,Frogs' legs and snails,PP - Processing Plant,"Žaslių g. 11, Žiežmariai, Kaišiadorių r. sav.",Žiežmariai,LT-56235,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/FROGS_LEGS_AND_SNAILS_EU
589,A. MEŠKAUSKO IĮ SKERDYKLA,53-03,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Kauno g. 32B, Kėdainiai",Kėdainiai,LT-57244,Kaunas County,Lithuania,2022-01-07,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
590,A. Ramanausko individuali įmonė gyvulių skerdykla,LT 66-19 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Rabikių g., Rabikių k., Panevėžio r.",Rabikiai,LT-38301,Panevezys County,Lithuania,2025-04-24,"{'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
591,A.Mišeikio įmonė,32-03,RM,Meat of domestic ungulates,CP - Cutting Plant,"Smiltinė 20, Akmenės sen., Akmenės r. sav., Šiaulių apskr.",Smiltinė,LT-85365,Siauliai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
592,AB Kiaulių veislininkystė,303212036,RM,Meat of domestic ungulates,SH - Slaughterhouse; CP - Cutting Plant,"Jadvimpolio k., Baisogalos sen., Radviliškio r.",Jadvimpolio k.,LT-82329,Siauliai County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
593,Artūras Padimanskas,LT 39-07,RM,Meat of domestic ungulates,SH - Slaughterhouse,"V. Pietario g. 1, Bebrininkų k., Pilviškių sen., Vilkaviškio r. sav.",Bebrininkai,LT-70301,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
594,"BIOVELA-UTENOS MĖSA, UAB",LT 17 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse; CP - Cutting Plant,Pramonės g. 4,Utena,28216,Utena County,Lithuania,2025-01-24,"{'translation': 'Bovinae', 'code': 'B'}; {'translation': 'Ovis aries', 'code': 'O'}; {'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
595,Birutės Revuckienės IĮ,Lt-12-04,RM,Meat of domestic ungulates,SH - Slaughterhouse,Birštono sav.LT-59451,Nemajūnai,,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
596,Dainoros Račkauskienės ind. įmonė,61-17,RM,Meat of domestic ungulates,CP - Cutting Plant,"Bažnyčios g. 17, Mažeikiai, Mažeikių sen., Mažeikių r. sav., Telšių apskr.",Mažeikiai,LT-89232,Telsiai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
597,Deimantė Krivickaitė,53-14,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Norkūnų k.,Krakių s.,Kėdainių r.",Norkūnai,,Kaunas County,Lithuania,2022-01-10,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
598,Edmundas Valatka,Lt-12-03 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Gryšios g. 10, Nečiūnai, Birštono sav. LT-59452",Nečiūnai,LT-59218,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
599,Ingrida Kirvaitienė,LT 39-05,RM,Meat of domestic ungulates,CP - Cutting Plant,"M. Valančiaus g. 73, Vilkaviškis",Vilkaviškis,LT-70132,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
600,Juozas Burbulevičius,LT--69-03 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Lelijų g. 4, Giniūnai, Prienų r.",Giniūnai,LT-59301,Kaunas County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
601,Kooperatyvas  Gera mėsa,63-01,RM,Meat of domestic ungulates,CP - Cutting Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Šilgaliai, Vilkos g. 2",Šilgaliai,LT-99290,Taurage County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
602,Kristina Kučinskienė,LT 18-08,RM,Meat of domestic ungulates,SH - Slaughterhouse; CP - Cutting Plant,"Sasnos g. 5, Kantališkių k., Sasnavos  sen., Marijampolės sav.",Kantališkiai,LT-69481,Marijampole County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
603,Laima Rinkevičienė,LT 33-02,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Nemuno g. 56, Panemuninkų k., Alytaus sen., Alytaus r. sav.",Panemuninkai,LT-62185,Alytus County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
604,"MB ""Gurmanas""",61-07,RM,Meat of domestic ungulates,CP - Cutting Plant,"Melioratorių g. 1C-1, Mažeikiai. Mažeikių sen., Mažeikių r. sav., Telšių apskr.",Mažeikiai,LT-89145,Telsiai County,Lithuania,2021-03-15,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
605,"MB ""Kiaulienos ūkis""",LT 18-17 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Patašinės g. 44, Patašinės k., Marijampolės sen., Marijampolės sav.",Patašinė,LT-69104,Marijampole County,Lithuania,2022-09-12,"{'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
606,"MB ""Laigrida""",LT 39-21,RM,Meat of domestic ungulates,CP - Cutting Plant,"Gluosnių g. 1, Čyčkų k., Šeimenos sen., Vilkaviškio r. sav.",Vilkaviškis,LT-70138,Marijampole County,Lithuania,2021-03-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
607,"MB ""Mėsos klubas""",41-22,RM,Meat of domestic ungulates,CP - Cutting Plant,"Vilniaus r. sav., Sudervės sen., Buiniškių k., Adomo Mickevičiaus g. 253",Buiniškės,LT-14202,Vilnius County,Lithuania,2026-03-02,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
608,"MB ""Suvalkijos mėsos gaminiai""",LT 18-10,RM,Meat of domestic ungulates,CP - Cutting Plant,"Parko g. 3, Narto k., Liudvinavo sen., Marijampolės sav.",Nartas,LT-68124,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
609,MB Žibartonių mėsa,LT66-02 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse; CP - Cutting Plant,"Žibartonių g.50, Žibartonių k., Panevėžio r.",Žibartoniai,LT-38301,Panevezys County,Lithuania,2025-04-24,"{'translation': 'Bovinae', 'code': 'B'}; {'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
610,"MBA FOOD, UAB",52-03,RM,Meat of domestic ungulates,CP - Cutting Plant,"Parko g. 8, Bubių k., Batniavos sen., Kauno raj.",Bubiai,LT-54189,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
611,"Maxima LT, UAB",19-42,RM,Meat of domestic ungulates,CP - Cutting Plant,"Savanorių pr. 255, Kaunas",Kaunas,LT-50147,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
612,R. Pinaičio IĮ,LT 94-15 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse; CP - Cutting Plant,"Ateities g. 5, Girdžiai, Girdžių sen., Jurbarko r. sav., Tauragės apskr.",Girdžiai,,Taurage County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
613,R.Valiulio individuali įmonė,73-05,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Juozapavos k. 3, Rokiškio km. sen., Rokiškio r. sav.",Juozapavos k.,LT-42103,Panevezys County,Lithuania,2025-04-24,"{'translation': 'Bovinae', 'code': 'B'}; {'translation': 'Ovis aries', 'code': 'O'}; {'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
614,R.ŠLEPIENĖS ĮMONĖ,LT 72-08,RM,Meat of domestic ungulates,SH - Slaughterhouse,Jono Pauliaus II g.13,Šiluva,LT-60432,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
615,Romualdo Karbausko ind.įmonė,61-05,RM,Meat of domestic ungulates,CP - Cutting Plant,"Pumpurų g.25, Reivyčiai, Reivyčių sen., Mažeikių r.sav., Telšių apskr.",Reivyčiai,LT-89301,Telsiai County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
616,"UAB ""Gergidita""",18-02,RM,Meat of domestic ungulates,CP - Cutting Plant,"Šešupės g. 66, Mokolų k., Šunskų sen., Marijampolės sav.",Mokolai,LT-69360,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
617,"UAB ""Jautienos guru""",LT 84-11,RM,Meat of domestic ungulates,CP - Cutting Plant,"Valių g. 25b, Giedručių k., Šakių sen., Šakių r. sav.",Giedručiai,LT-71104,Marijampole County,Lithuania,2022-09-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
618,"UAB ""Klaipėdos mėsinė""",88-24,RM,Meat of domestic ungulates,CP - Cutting Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Šilgaliai, Vilkos g. 2",Šilgaliai,LT-99290,Taurage County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
619,"UAB ""Leketai""",LT 51-08,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Patašinės g. 44, Patašinės k., Marijampolės sen., Marijampolės sav.",Patašinė,LT-69047,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
620,"UAB ""Linegis""",LT 88-25 EB,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Šaulių g.4, Gardamas, LT- 99417, Šilutės r. sav",Gardamas,LT-99417,Klaipeda County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
621,"UAB ""Magnuva""",LT 19-31,RM,Meat of domestic ungulates,CP - Cutting Plant,"Europos pr. 122, Kaunas",Kaunas,LT-46351,Kaunas County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
622,"UAB ""Mažeikių Mėsinė""",61-01,RM,Meat of domestic ungulates,CP - Cutting Plant,"Troškučių g. 2, Mažeikiai, Mažeikių r.sav",Mažeikiai,LT-89100,Telsiai County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
623,"UAB ""Provincijos mėsa""",LT 39-08,RM,Meat of domestic ungulates,CP - Cutting Plant,"Rūdos k., Gižų sen., Vilkaviškio r. sav.",Gižai,LT-70314,Marijampole County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
624,"UAB ""RIMI LIETUVA""",42-11,RM,Meat of domestic ungulates,CP - Cutting Plant,"Migūčionių g. 1, Migūčionių k., Elektrėnų sen., Elektrėnų sav.",Gilučiai,LT-26131,Vilnius County,Lithuania,2026-09-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
625,"UAB ""Samsonas""",LT 84-02,RM,Meat of domestic ungulates,SH - Slaughterhouse; CP - Cutting Plant,"Sodų g. 23, Vilkeliškių k., Šakių sen., Šakių r. sav.",Vilkeliškiai,LT-71124,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
626,"UAB ""Senieji Teresės mėsos gaminiai""",LT 58-01,RM,Meat of domestic ungulates,CP - Cutting Plant,"Dariaus ir Girėno g. 3a, Kazlų Rūda",Kazlų Rūda,LT-69428,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
627,"UAB ""Vamėsa""",LT 58-02,RM,Meat of domestic ungulates,CP - Cutting Plant,"Čečetų k. 7, Kazlų Rūdos sen., Kazlų Rūdos sav.",Čečetai,LT-69394,Marijampole County,Lithuania,2021-03-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
628,"UAB ""Vigesta""",61-12,RM,Meat of domestic ungulates,CP - Cutting Plant,"Naikių g. 16, Mažeikiai, Mažeikių r. sav.",Mažeikiai,LT-89126,Telsiai County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
629,"UAB ""Šilo garsai""",19-29,RM,Meat of domestic ungulates,CP - Cutting Plant,"Europos pr. 122, Kaunas",Kaunas,LT-46351,Kaunas County,Lithuania,2022-03-02,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
630,"UAB ,,Benerta""",LT49-19EB,RM,Meat of domestic ungulates,CP - Cutting Plant,"Kriaučiškių g. 4, Kriaučiškių k., Žiežmarių apyl. sen. ,Kaišiadorių r. sav., LT-56117",Kriaučiškės,,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
631,UAB AGARAS,LT 36-09,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Agaro g. 5, Balandiškių k., Pabiržės sen., Biržų r.",Balandiškiai,LT-41383,Panevezys County,Lithuania,2025-04-24,"{'translation': 'Bovinae', 'code': 'B'}; {'translation': 'Suidae', 'code': 'P'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
632,UAB Avirginida,87-09,RM,Meat of domestic ungulates,CP - Cutting Plant; SH - Slaughterhouse,"L. Ivinskio g. 55, 75113 Vingininkai, Šilalės kaimiškoji sen., Šilalės r. sav.",Šilalė,,Taurage County,Lithuania,2021-10-20,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
633,UAB CANTALE,18-16,RM,Meat of domestic ungulates,SH - Slaughterhouse,"Sasnos g. 5, Kantališkių k., Sasnavos sen., Marijampolės sav.",Kantališkiai,LT-69481,Marijampole County,Lithuania,2022-03-31,"{'translation': 'Ovis aries', 'code': 'O'}",https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
634,UAB Cesta,LT 41-05,RM,Meat of domestic ungulates,SH - Slaughterhouse,Riešės g. 10,Riešė,LT-14260,Vilnius County,Lithuania,2023-06-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/MEAT_OF_DOMESTIC_UNGULATES_EU
