stt,ten_cong_ty,ma_phe_duyet,ma_nganh,ten_nganh,hoat_dong,dia_chi,thanh_pho,ma_buu_chinh,vung_tinh,quoc_gia,ngay_cap_nhat,ghi_chu,traces_url
499,UAB Northern Supplies,33MTSPĮ-274,GEN,General activity establishment - EU,WM - Wholesale Market,"B. Brazdžionio g. 21, Kaunas",Kaunas,LT-48134,Kaunas County,Lithuania,2021-04-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
500,UAB Orka Foods,520001878,GEN,General activity establishment - EU,WM - Wholesale Market,"Industrijos g. 1, Biruliškių k., Karmėlavos sen., Kauno r.",Kaunas,LT-54469,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
501,UAB Orteda,190011324,GEN,General activity establishment - EU,WM - Wholesale Market,"Draugystės g. 19, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
502,UAB Orteda,19-28,GEN,General activity establishment - EU,CS - Cold Stores; WM - Wholesale Market,"Taikos pr. 98, Kaunas",Kaunas,LT-51176,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
503,UAB PELICANO FOOD,190010121,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr., Kauno m. sav., Kaunas, Taikos pr. 94",Pagiriai,LT-53282,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
504,UAB Pajuva,LT 27-05 EB,GEN,General activity establishment - EU,RW - Re-wrapping Establishment,"Rėklių g. 1 A, Panevėžys",Panevežys,35101,Panevezys County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
505,UAB Plungės kooperatinė prekyba,190011861,GEN,General activity establishment - EU,WM - Wholesale Market,"Savanorių pr. 404G, Kaunas",Kaunas,LT-50300,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
506,UAB Plungės kooperatinė prekyba,520001873,GEN,General activity establishment - EU,WM - Wholesale Market,"Industrijos g. 1, Biruliškės, Karmėlavos sen., Kauno r.",Kaunas,LT-54469,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
507,UAB Prosperity A,660000823,GEN,General activity establishment - EU,WM - Wholesale Market,"J. Tilvyčio g. 124., Vaišvilčių II k., Panevėžio r.",Vaišvilčiai II,LT-38365,Panevezys County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
508,UAB Proximus Global,LT 01-04 EB,GEN,General activity establishment - EU,CS - Cold Stores,Sandėlių g. 44B,Vilnius,02246,Vilnius County,Lithuania,2021-03-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
509,UAB REITAN CONVENIENCE LITHUANIA,190008846,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Garliavos sen., Pagirių k., Marijampolės g. 27",Pagiriai,LT-53282,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
510,UAB RENGMĖ,LT29-09,GEN,General activity establishment - EU,RW - Re-wrapping Establishment; CS - Cold Stores,"Šiauliai, Kupiškio g. 7",Šiauliai,LT-76146,Siauliai County,Lithuania,2022-05-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
511,UAB RIMGEMA,190010983,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Europos pr. 38",Kaunas,LT-46369,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
512,UAB RIVONA,520001358,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Garliavos sen., Pagirių k., Marijampolės g. 27",Garliava,LT-53254,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
513,UAB RIVONA,530000141,GEN,General activity establishment - EU,WM - Wholesale Market,"Pramonės g. 19, Kėdainiai",Kėdainiai,LT-57241,Kaunas County,Lithuania,2021-03-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
514,UAB RIVONA Greitai gendančių maisto produktų sandėlys,530000586,GEN,General activity establishment - EU,WM - Wholesale Market,"Pramonės g., 15, Kėdainiai",Kėdainiai,LT-57241,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
515,UAB RSP,19-05,GEN,General activity establishment - EU,WM - Wholesale Market,"Taikos pr. 106D, Kaunas",Kaunas,LT-52265,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
516,UAB RUNEDA,190008839,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr., Kauno m. sav., Kaunas, Dvarų g. 47",Kaunas,LT-46399,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
517,UAB Redvida,LT 79-10,GEN,General activity establishment - EU,CS - Cold Stores; WM - Wholesale Market,Aluonos g. 37,Jelščizna,LT-21171,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
518,UAB Romega,52-27,GEN,General activity establishment - EU,CS - Cold Stores; WM - Wholesale Market; RW - Re-wrapping Establishment,"S. Lozoraičio g. 17E, Garliava, Kauno raj.",Garliava,LT-50111,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
519,UAB SANITEX,520001016,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Alšėnų sen., Kampiškių k., Alšėnų g. 8",Alšėnai,LT-53303,Kaunas County,Lithuania,2021-12-13,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
520,UAB SAUVA,520000869,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Neveronių sen., Neveronys",Neveronys,LT-54481,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
521,UAB Saldukas,41-04,GEN,General activity establishment - EU,RW - Re-wrapping Establishment; WM - Wholesale Market,Pušų g. 9,Kalviškių k.,LT-14105,Vilnius County,Lithuania,2021-06-22,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
522,UAB Samsonas,190007584,GEN,General activity establishment - EU,WM - Wholesale Market,"Europos pr. 36, Kaunas",Kaunas,LT-46369,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
523,UAB Samsonas,19-11,GEN,General activity establishment - EU,CS - Cold Stores; RW - Re-wrapping Establishment,"Europos pr. 38,  LT-46369 Kaunas",Kaunas,LT-46353,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
524,UAB Santamed,52-29,GEN,General activity establishment - EU,RW - Re-wrapping Establishment,"Liepų g. 9, Linksmakalnis, Kauno r.",Linksmakalnis,LT-59302,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
525,UAB Sauda,52-04,GEN,General activity establishment - EU,RW - Re-wrapping Establishment,"Pramonės g. 11, Stanaičių k., Kauno r.",Stanaičių k.,LT-53285,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
526,UAB Saudona LT,520001515,GEN,General activity establishment - EU,WM - Wholesale Market,"Politechnikos g. 219, Naujasodžio k., Karmėlavos sen., Kauno r.",Kaunas,LT-49107,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
527,UAB Scandinavian Seafood Factory,LT 85-03,GEN,General activity establishment - EU,RW - Re-wrapping Establishment; CS - Cold Stores,Vilniaus g. 3,Šalčininkai,LT-17102,Vilnius County,Lithuania,2021-04-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
528,UAB Seafood Market LT,01-57,GEN,General activity establishment - EU,RW - Re-wrapping Establishment; CS - Cold Stores,"Servečės g. 2, Vilniaus m. sav.",Vilnius,LT-02121,Vilnius County,Lithuania,2026-06-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
529,UAB Sraigių delikatesai,520001550,GEN,General activity establishment - EU,WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Pagiriai,LT-53282,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
530,UAB Tisara,LT 85-06,GEN,General activity establishment - EU,CS - Cold Stores,Naujoji g. 6,Šalčininkėliai,LT-17124,Vilnius County,Lithuania,2021-03-26,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
531,UAB Transneda,21-42,GEN,General activity establishment - EU,WM - Wholesale Market; CS - Cold Stores,"Šilutės pl. 15A, Klaipėda, Klaipėdos m. sav.",Klaipėda,LT-91109,Klaipeda County,Lithuania,2026-02-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
532,UAB Trinas,190012141,GEN,General activity establishment - EU,WM - Wholesale Market,"Taikos pr. 96, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
533,UAB VARĖNOS PIENELIS,LT 38-01P,GEN,General activity establishment - EU,CS - Cold Stores,"J. Basanavičiaus g. 52, Varėna",Varėna,LT-65210,Alytus County,Lithuania,2025-03-07,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
534,UAB VENDITOR,520000991,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr. Kauno r. sav., Ringaudų sen., Virbališkių k., Verslo g. 3",Dievogalos k.,LT-53424,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
535,UAB VIA 3L LT,LT 41-01,GEN,General activity establishment - EU,CS - Cold Stores,Minsko pl. 55,Kuprioniškės,LT-13279,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
536,UAB VIKEDA,53-05P,GEN,General activity establishment - EU,CS - Cold Stores,"J.Basanavičiaus g 2B, Kėdainiai",Kėdainiai,LT-57151,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
537,UAB VIČIŪNAI IR KO,135571967,GEN,General activity establishment - EU,WM - Wholesale Market,Karaliaus Mindaugo pr. 38.,Kaunas,LT-44307,Kaunas County,Lithuania,2024-01-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
538,UAB VLANTANA,LT 55-09 EB,GEN,General activity establishment - EU,CS - Cold Stores; WM - Wholesale Market,"Dvaro g.1, LT-92498 Gobergiškės k. Klaipėdos r.",Gobergiškė,LT-96173,Klaipeda County,Lithuania,2021-03-12,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
539,UAB VPA Logistics,LT 21-36 EB,GEN,General activity establishment - EU,CS - Cold Stores; WM - Wholesale Market,"Stariškės g. 25, Laistų k., Dovilų sen., Klaipėdos r. sav.",Laistai,LT-95369,Klaipeda County,Lithuania,2022-12-07,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
540,UAB Vadus,190011701,GEN,General activity establishment - EU,WM - Wholesale Market,"Pramonės pr. 16F, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
541,UAB Vikeda,190011766,GEN,General activity establishment - EU,WM - Wholesale Market,Taikos pr. 96,Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
542,UAB Vikeda,520001360,GEN,General activity establishment - EU,WM - Wholesale Market,"Alšėnų g. 8, Kampiškiai, Alšėnų sen., Kauno r.",Juragiai,LT-53303,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
543,UAB Vikeda,520001361,GEN,General activity establishment - EU,WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Pagiriai,LT-53282,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
544,UAB Vilniaus Citma,LT 01-34,GEN,General activity establishment - EU,CS - Cold Stores; WM - Wholesale Market,Kirtimų g. 57A,Vilnius,02244,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
545,UAB Vilniaus bakalėja,LT 01-08 EB,GEN,General activity establishment - EU,CS - Cold Stores,Kirtimų g. 47,Vilnius,02244,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
546,UAB Vilnė,01-53,GEN,General activity establishment - EU,WM - Wholesale Market; CS - Cold Stores,"Kirtimų g. 57D-101, Vilnius",Vilnius,LT-02244,Vilnius County,Lithuania,2025-10-29,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
547,UAB Vingės Transsphere logistika,LT 79-02 EB,GEN,General activity establishment - EU,CS - Cold Stores,"2 SAUSIU K, LENTVARIS",Vilniškės,LT-14292,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
548,UAB Vipita,190011178,GEN,General activity establishment - EU,WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
549,UAB Vičiūnai ir KO,190011844,GEN,General activity establishment - EU,WM - Wholesale Market,"Savanorių pr. 404G, Kaunas",Kaunas,LT-50300,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
550,UAB Vičiūnai ir KO,520002055,GEN,General activity establishment - EU,WM - Wholesale Market,"Veterinarų g. 53, Biruliškių k., Karmėlavos sen., Kauno r.",Kaunas,LT-54469,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
551,UAB Vičiūnai ir KO,520001167,GEN,General activity establishment - EU,WM - Wholesale Market,"Industrijos g. 1, Biruliškių k., Karmėlavos sen., Kauno r.",Kaunas,LT-54469,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
552,UAB Vičiūnai ir partneriai,520001874,GEN,General activity establishment - EU,WM - Wholesale Market,"Industrijos g. 1, Biruliškės, Karmėlavos sen., Kauno r.",Kaunas,LT-54469,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
553,UAB Vičiūnai ir partneriai,190011862,GEN,General activity establishment - EU,WM - Wholesale Market,"Savanorių pr. 404G, Kaunas",Kaunas,LT-50300,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
554,UAB Vlantana,55-34,GEN,General activity establishment - EU,CS - Cold Stores,"Klaipėdos r. sav., Dauparų-Kvietinių sen., Gobergiškės k., Dvaro g. 4",Gobergiškė,LT-96173,Klaipeda County,Lithuania,2026-03-02,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
555,UAB Vytas ir KO,190010758,GEN,General activity establishment - EU,WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,LT-51178,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
556,UAB Zeinarus,190011743,GEN,General activity establishment - EU,WM - Wholesale Market,"Europos pr. 36, Kaunas",Kaunas,LT-46369,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
557,UAB Šaldymo technologijos,LT66-08 EB,GEN,General activity establishment - EU,CS - Cold Stores,"Nausodės g. 33, Paviešečių k., Panevėžio r.",Paviešečiai,LT-38365,Panevezys County,Lithuania,2021-03-16,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
558,UAB Žemaitijos pienas,LT 01-12,GEN,General activity establishment - EU,CS - Cold Stores; RW - Re-wrapping Establishment; WM - Wholesale Market,Algirdo g. 40/13,Vilnius,03230,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
559,UAB Žuvies šaldytuvai,LT 01-21,GEN,General activity establishment - EU,CS - Cold Stores,V.A. Graičiūno g. 22,Vilnius,02241,Vilnius County,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
560,UAB „Gardama“,LT 88-07 EB,GEN,General activity establishment - EU,CS - Cold Stores,"Liepų g. 2, Gardamas, LT-99417 Šilutės r.",Gardamas,LT-99417,Klaipeda County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
561,UAB „Jūros Vėjas“,LT 88-06 EB,GEN,General activity establishment - EU,CS - Cold Stores,"K. Donelaičio g. 9F, Rusnė, LT-99344, Šilutės r. sav.",Rusnė,LT-99350,Klaipeda County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
562,UAB „Kintai“,LT 88-05 EB,GEN,General activity establishment - EU,CS - Cold Stores,"Povilų g. 1, Povilai, Kintų sen., LT- 99360, Šilutės r. sav.,",Povilai,,Klaipeda County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
563,"UAB, PRODINVEST EU",130016966,GEN,General activity establishment - EU,CS - Cold Stores,"Nemėžio sen., Kupriotiškės, Terminalo g. 6",Vilnius,02243,Vilnius County,Lithuania,2021-12-14,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
564,"UAB“Aisytės Mėsinė""",LT88-08 EB,GEN,General activity establishment - EU,CS - Cold Stores,"Klaipėdos apskr., Šilutės r. sav., Saugų sen., Sakūtėliai, Žolynų g. 8",Sakūtėliai,LT-99402,Klaipeda County,Lithuania,2021-03-17,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
565,VESTEY FOODS BALTICS UAB,LT 27-11 EB,GEN,General activity establishment - EU,CS - Cold Stores,Kėdainių g. 25,Panevėžys,LT-36255,Panevezys County,Lithuania,2023-08-01,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
566,VG MARINE FOODS UAB,302629799,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr., Kauno r. sav., Karmėlavos sen., Biruliškių k., Industrijos g. 1",Biruliškės,LT-54469,Kaunas County,Lithuania,2025-10-23,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
567,VILNIAUS TRANZITAS; UAB,01-30,GEN,General activity establishment - EU,WM - Wholesale Market; CS - Cold Stores,J.Dobkevičiaus str. 7,Vilnius,02189,Vilnius County,Lithuania,2021-03-10,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
568,Vingės terminalas; UAB,LT 41-06,GEN,General activity establishment - EU,CS - Cold Stores,Minsko pl. 202,Bareikiškiu k.,13176,,Lithuania,2021-03-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
569,Vitalija Ginelevičienė,520001690,GEN,General activity establishment - EU,WM - Wholesale Market,"Sodų g. 1, Domeikava, Domeikavos sen., Kauno r.",Domeikava,LT-54358,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
570,Vladislav Bojarun,LT 85-01,GEN,General activity establishment - EU,CS - Cold Stores,Lakštingalų g. 4,Buikų k.,LT-17245,Vilnius County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
571,uab alsių paukštynas,LT-47-26 EB,GEN,General activity establishment - EU,CS - Cold Stores; RW - Re-wrapping Establishment; WM - Wholesale Market,"Joniškis, V. Kudirkos 2,",Joniškis,LT-84133,Siauliai County,Lithuania,2024-09-25,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
572,Č. Zachaževskij IĮ,LT 79-05,GEN,General activity establishment - EU,CS - Cold Stores,"Kranto g. 7, Paluknio k., Paluknio sen., Trakų r.",Trakai,LT-21110,Vilnius County,Lithuania,2022-02-09,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
573,"ŽŪB ,,Nematekas""",LT49-04EB,GEN,General activity establishment - EU,RW - Re-wrapping Establishment,"Rusonių g.19, Dovainonių k., Rumšiškių sen., Kaišiadorių r. sav.",Dovainonys,LT-56335,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
574,ŽŪK Pienas LT,520001922,GEN,General activity establishment - EU,WM - Wholesale Market,"Martinavos g. 8, Martinavos k., Karmėlavos sen., Kauno r.",Martinava,LT-52249,Kaunas County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
575,ŽŪK STRUČIŲ GENETIKOS CENTRAS,190004140,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr., Kauno m. sav., Kaunas, Europos pr. 38",Kaunas,LT-46369,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
576,ŽŪK STRUČIŲ GENETIKOS CENTRAS,190003366,GEN,General activity establishment - EU,WM - Wholesale Market,"Kauno apskr., Kauno m. sav., Kaunas, Europos pr. 124",Kaunas,LT-46351,Kaunas County,Lithuania,2021-03-19,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/GENERAL_ACTIVITY_ESTABLISHMENT
577,"BALTIC CASTINGS, UAB",LT 11-03,CAS,"Treated stomachs, bladders and intestines: casings only",PP - Processing Plant,Pramonės g. 31,Alytus,LT-62175,Alytus County,Lithuania,2021-03-18,,https://webgate.ec.europa.eu/tracesnt/directory/listing/establishment/publication/index#!/view/LT/TREATED_STOMACHS_BLADDERS_AND_INTESTINES_CASING_ONLY
